,Unnamed: 0,customer_id,total_order,s_order,r_order,c_order,credit_payment,emi_payment,cod_payment,price_range_one,price_range_two,price_range_three,last_three_month_order,last_six_month_order,last_one_year_order,order_score,payment_score,product_score,total_score,loan_amount,interest
8347,8347,C8348,25,22,1,2,15,4,3,20,1,1,4,18,19,16,18.18181818,22.72727273,56.90909091,2500,10
8348,8348,C8349,3,2,0,1,1,1,0,2,0,0,1,1,1,10,15,20,45,2000,14
8349,8349,C8350,8,0,7,1,0,0,0,0,0,0,0,0,0,-18.75,0,20,1.25,0,14
8350,8350,C8351,35,8,4,23,8,0,0,4,0,4,7,7,7,-4.285714286,20,40,55.71428571,2500,10
8351,8351,C8352,32,12,11,9,2,2,8,8,2,2,0,5,6,-2.1875,18.33333333,30,46.14583333,2000,14
8352,8352,C8353,44,30,3,11,25,3,2,28,1,1,7,10,28,9.772727273,19,22,50.77272727,2500,12
8353,8353,C8354,35,24,9,2,10,8,6,24,0,0,10,20,24,8,16.66666667,20,44.66666667,2000,14
8354,8354,C8355,3,0,0,3,0,0,0,0,0,0,0,0,0,-10,0,20,10,500,14
8355,8355,C8356,21,18,1,2,8,4,6,0,13,5,4,8,17,15.23809524,17.77777778,45.55555556,78.57142857,3500,8
8356,8356,C8357,46,20,6,20,2,5,13,5,8,7,20,20,20,1.739130435,17.5,42,61.23913043,3000,8
8357,8357,C8358,21,6,14,1,3,3,0,6,0,0,0,1,6,-8.095238095,15,20,26.9047619,1000,14
8358,8358,C8359,31,19,7,5,14,0,5,5,2,12,3,7,8,6.129032258,20,47.36842105,73.49745331,3500,8
8359,8359,C8360,46,10,23,13,3,7,0,4,1,5,7,8,8,-8.47826087,13,42,46.52173913,2000,14
8360,8360,C8361,35,22,1,12,0,20,2,6,15,1,6,10,15,8.571428571,10.90909091,35.45454545,54.93506494,2500,10
8361,8361,C8362,34,21,11,2,6,1,14,16,0,5,0,16,20,5.294117647,19.52380952,29.52380952,54.34173669,2500,10
8362,8362,C8363,49,33,11,5,12,5,16,31,1,1,32,33,33,7.959183673,18.48484848,21.81818182,48.26221398,2000,12
8363,8363,C8364,8,2,5,1,0,2,0,1,0,1,1,1,2,-8.75,10,40,41.25,2000,14
8364,8364,C8365,4,2,0,2,1,1,0,1,0,1,0,1,1,5,15,40,60,3000,8
8365,8365,C8366,28,6,11,11,2,0,4,4,1,1,3,6,6,-7.5,20,30,42.5,2000,14
8366,8366,C8367,44,27,6,11,19,5,3,7,0,20,21,21,22,7.045454545,18.14814815,49.62962963,74.82323232,3500,8
8367,8367,C8368,30,28,0,2,14,3,11,27,1,0,11,24,28,18,18.92857143,20.71428571,57.64285714,2500,8
8368,8368,C8369,46,31,0,15,20,8,3,19,10,2,20,21,30,10.2173913,17.41935484,29.03225806,56.66900421,2500,10
8369,8369,C8370,9,7,1,1,4,1,2,0,1,6,5,6,7,12.22222222,18.57142857,57.14285714,87.93650794,4000,8
8370,8370,C8371,10,7,0,3,6,1,0,1,5,1,4,4,5,11,18.57142857,40,69.57142857,3000,8
8371,8371,C8372,49,1,44,4,1,0,0,0,0,1,0,0,0,-18.36734694,20,60,61.63265306,3000,8
8372,8372,C8373,47,24,11,12,8,3,13,1,19,4,19,19,22,2.978723404,18.75,42.5,64.2287234,3000,8
8373,8373,C8374,9,5,2,2,5,0,0,5,0,0,3,3,5,4.444444444,20,20,44.44444444,2000,14
8374,8374,C8375,16,14,1,1,6,8,0,4,0,10,4,11,12,15.625,14.28571429,48.57142857,78.48214286,3500,8
8375,8375,C8376,17,0,3,14,0,0,0,0,0,0,0,0,0,-11.76470588,0,48.57142857,36.80672269,1500,14
8376,8376,C8377,4,2,1,1,1,0,1,0,1,1,1,1,2,2.5,20,50,72.5,3500,8
8377,8377,C8378,8,4,0,4,1,1,2,0,4,0,0,3,4,5,17.5,40,62.5,3000,8
8378,8378,C8379,30,12,14,4,4,2,6,2,1,9,2,8,9,-2.666666667,18.33333333,51.66666667,67.33333333,3000,8
8379,8379,C8380,47,40,1,6,31,6,3,15,4,21,32,40,40,15.31914894,18.5,43,76.81914894,3500,8
8380,8380,C8381,40,15,16,9,2,13,0,10,1,4,2,5,11,-2.75,11.33333333,32,40.58333333,2000,14
8381,8381,C8382,19,1,15,3,0,1,0,1,0,0,0,1,1,-16.31578947,10,20,13.68421053,500,14
8382,8382,C8383,10,2,7,1,2,0,0,0,2,0,0,0,0,-11,20,40,49,2000,12
8383,8383,C8384,32,16,3,13,16,0,0,7,8,1,10,13,14,4.0625,20,32.5,56.5625,2500,10
8384,8384,C8385,30,29,0,1,24,0,5,9,14,6,27,27,27,19,20,37.93103448,76.93103448,3500,8
8385,8385,C8386,29,22,5,2,6,3,13,9,12,1,7,11,15,11.03448276,18.63636364,32.72727273,62.39811912,3000,8
8386,8386,C8387,36,35,0,1,23,11,1,22,11,2,24,32,33,19.16666667,16.85714286,28.57142857,64.5952381,3000,8
8387,8387,C8388,20,16,1,3,7,3,6,7,3,6,4,10,14,13.5,18.125,38.75,70.375,3500,8
8388,8388,C8389,16,6,4,6,4,1,1,6,0,0,1,2,3,-1.25,18.33333333,20,37.08333333,1500,14
8389,8389,C8390,43,11,29,3,1,7,3,10,0,1,5,6,8,-9.069767442,13.63636364,23.63636364,28.20295983,1000,14
8390,8390,C8391,28,9,0,19,5,0,4,7,0,2,6,7,8,-0.357142857,20,28.88888889,48.53174603,2000,12
8391,8391,C8392,2,0,1,1,0,0,0,0,0,0,0,0,0,-15,0,28.88888889,13.88888889,500,14
8392,8392,C8393,39,29,3,7,2,4,23,4,9,16,18,29,29,11.53846154,18.62068966,48.27586207,78.43501326,3500,8
8393,8393,C8394,10,5,0,5,4,1,0,5,0,0,0,1,3,5,18,20,43,2000,14
8394,8394,C8395,47,42,3,2,2,19,21,1,41,0,5,39,40,16.17021277,15.47619048,39.52380952,71.17021277,3500,8
8395,8395,C8396,9,2,1,6,1,1,0,2,0,0,0,0,0,-4.444444444,15,20,30.55555556,1500,14
8396,8396,C8397,19,7,7,5,2,2,3,1,4,2,2,7,7,-2.631578947,17.14285714,42.85714286,57.36842105,2500,8
8397,8397,C8398,45,25,7,13,23,0,2,19,4,2,3,22,23,5.111111111,20,26.4,51.51111111,2500,12
8398,8398,C8399,21,19,0,2,13,0,6,2,15,2,11,15,18,17.14285714,20,40,77.14285714,3500,8
8399,8399,C8400,30,10,14,6,6,2,2,10,0,0,10,10,10,-4.666666667,18,20,33.33333333,1500,14
8400,8400,C8401,5,2,1,2,1,0,1,2,0,0,2,2,2,0,20,20,40,2000,14
8401,8401,C8402,27,14,12,1,10,0,4,14,0,0,1,3,9,1.111111111,20,20,41.11111111,2000,14
8402,8402,C8403,46,38,0,8,5,33,0,4,4,30,27,36,36,14.7826087,11.31578947,53.68421053,79.7826087,3500,8
8403,8403,C8404,8,5,0,3,4,0,1,5,0,0,3,3,3,8.75,20,20,48.75,2000,12
8404,8404,C8405,28,20,4,4,0,7,13,8,7,5,7,10,12,10,16.5,37,63.5,3000,8
8405,8405,C8406,47,1,39,7,1,0,0,0,0,1,1,1,1,-17.65957447,20,60,62.34042553,3000,8
8406,8406,C8407,10,7,0,3,0,4,3,6,0,1,3,4,6,11,14.28571429,25.71428571,51,2500,12
8407,8407,C8408,41,4,0,37,1,2,1,0,1,3,1,1,1,-7.073170732,15,55,62.92682927,3000,8
8408,8408,C8409,27,5,12,10,5,0,0,5,0,0,0,2,2,-8.888888889,20,20,31.11111111,1500,14
8409,8409,C8410,34,8,11,15,7,1,0,6,1,1,1,6,8,-6.176470588,18.75,27.5,40.07352941,2000,14
8410,8410,C8411,36,25,5,6,12,11,2,25,0,0,12,24,24,9.444444444,15.6,20,45.04444444,2000,14
8411,8411,C8412,47,46,0,1,20,0,26,2,33,11,14,38,46,19.36170213,20,43.91304348,83.27474561,4000,8
8412,8412,C8413,4,3,0,1,3,0,0,3,0,0,3,3,3,12.5,20,20,52.5,2500,10
8413,8413,C8414,16,11,2,3,8,2,1,1,10,0,7,9,10,9.375,18.18181818,38.18181818,65.73863636,3000,8
8414,8414,C8415,17,0,6,11,0,0,0,0,0,0,0,0,0,-13.52941176,0,38.18181818,24.65240642,1000,14
8415,8415,C8416,1,0,0,1,0,0,0,0,0,0,0,0,0,-10,0,38.18181818,28.18181818,1000,14
8416,8416,C8417,33,22,7,4,21,0,1,1,15,6,12,13,13,7.878787879,20,44.54545455,72.42424242,3500,8
8417,8417,C8418,25,14,0,11,6,5,3,9,0,5,3,13,14,6.8,16.42857143,34.28571429,57.51428571,2500,8
8418,8418,C8419,44,17,23,4,14,3,0,11,6,0,10,12,12,-3.636363636,18.23529412,27.05882353,41.65775401,2000,14
8419,8419,C8420,22,8,11,3,4,0,4,3,4,1,1,1,3,-4.090909091,20,35,50.90909091,2500,12
8420,8420,C8421,8,6,0,2,3,3,0,6,0,0,4,6,6,12.5,15,20,47.5,2000,12
8421,8421,C8422,27,14,4,9,14,0,0,1,5,8,3,9,9,4.074074074,20,50,74.07407407,3500,8
8422,8422,C8423,21,15,5,1,12,3,0,5,6,4,7,13,14,9.047619048,18,38.66666667,65.71428571,3000,8
8423,8423,C8424,12,5,4,3,5,0,0,0,5,0,2,2,3,-0.833333333,20,40,59.16666667,2500,8
8424,8424,C8425,48,22,3,23,2,18,2,1,4,17,4,8,13,3.125,11.81818182,54.54545455,69.48863636,3000,8
8425,8425,C8426,47,27,17,3,1,25,1,16,9,2,17,23,25,3.617021277,10.74074074,29.62962963,43.98739165,2000,14
8426,8426,C8427,49,21,17,11,7,1,13,1,8,12,1,7,9,-0.612244898,19.52380952,50.47619048,69.3877551,3000,8
8427,8427,C8428,4,3,0,1,3,0,0,3,0,0,3,3,3,12.5,20,20,52.5,2500,10
8428,8428,C8429,35,21,10,4,0,17,4,6,9,6,19,19,19,5.142857143,11.9047619,40,57.04761905,2500,10
8429,8429,C8430,25,7,4,14,6,1,0,6,0,1,2,6,6,-3.2,18.57142857,25.71428571,41.08571429,2000,14
8430,8430,C8431,9,2,1,6,2,0,0,0,2,0,0,0,0,-4.444444444,20,40,55.55555556,2500,10
8431,8431,C8432,30,10,3,17,4,0,6,5,5,0,4,10,10,-1,20,30,49,2000,12
8432,8432,C8433,46,44,0,2,39,5,0,9,25,10,37,41,44,18.69565217,18.86363636,40.45454545,78.01383399,3500,8
8433,8433,C8434,33,18,8,7,10,0,8,14,0,4,17,18,18,3.939393939,20,28.88888889,52.82828283,2500,10
8434,8434,C8435,5,0,1,4,0,0,0,0,0,0,0,0,0,-12,0,28.88888889,16.88888889,500,14
8435,8435,C8436,38,11,21,6,3,2,6,8,0,3,11,11,11,-6.842105263,18.18181818,30.90909091,42.24880383,2000,14
8436,8436,C8437,8,4,0,4,3,1,0,4,0,0,1,1,4,5,17.5,20,42.5,2000,14
8437,8437,C8438,12,5,6,1,0,0,5,0,3,2,1,3,5,-2.5,20,48,65.5,3000,8
8438,8438,C8439,12,4,6,2,4,0,0,1,3,0,4,4,4,-5,20,35,50,2500,12
8439,8439,C8440,6,5,0,1,3,0,2,2,3,0,2,2,2,15,20,32,67,3000,8
8440,8440,C8441,10,0,7,3,0,0,0,0,0,0,0,0,0,-17,0,32,15,500,14
8441,8441,C8442,39,29,6,4,10,8,11,20,0,9,11,20,29,10.76923077,17.24137931,32.4137931,60.42440318,3000,8
8442,8442,C8443,28,15,1,12,13,0,2,14,0,1,4,14,15,5.714285714,20,22.66666667,48.38095238,2000,12
8443,8443,C8444,33,11,9,13,6,3,2,10,1,0,4,4,11,-2.727272727,17.27272727,21.81818182,36.36363636,1500,14
8444,8444,C8445,10,1,5,4,0,1,0,1,0,0,0,1,1,-12,10,20,18,500,14
8445,8445,C8446,25,2,4,19,1,0,1,2,0,0,1,1,2,-9.2,20,20,30.8,1500,14
8446,8446,C8447,21,9,2,10,5,3,1,2,1,6,9,9,9,1.904761905,16.66666667,48.88888889,67.46031746,3000,8
8447,8447,C8448,22,0,14,8,0,0,0,0,0,0,0,0,0,-16.36363636,0,48.88888889,32.52525253,1500,14
8448,8448,C8449,6,0,5,1,0,0,0,0,0,0,0,0,0,-18.33333333,0,48.88888889,30.55555556,1500,14
8449,8449,C8450,31,17,3,11,2,1,14,13,2,2,11,17,17,5.483870968,19.41176471,27.05882353,51.9544592,2500,12
8450,8450,C8451,16,13,1,2,12,0,1,7,3,3,12,12,12,13.75,20,33.84615385,67.59615385,3000,8
8451,8451,C8452,45,23,8,14,16,0,7,8,11,4,1,12,23,3.555555556,20,36.52173913,60.07729469,3000,8
8452,8452,C8453,32,27,3,2,11,9,7,24,1,2,18,18,24,14.375,16.66666667,23.7037037,54.74537037,2500,10
8453,8453,C8454,4,3,0,1,1,2,0,2,1,0,0,2,3,12.5,13.33333333,26.66666667,52.5,2500,10
8454,8454,C8455,44,20,12,12,4,9,7,2,2,16,3,13,13,0.909090909,15.5,54,70.40909091,3500,8
8455,8455,C8456,45,28,13,4,12,7,9,5,8,15,28,28,28,5.777777778,17.5,47.14285714,70.42063492,3500,8
8456,8456,C8457,9,4,0,5,0,2,2,4,0,0,0,1,3,3.333333333,15,20,38.33333333,1500,14
8457,8457,C8458,19,0,11,8,0,0,0,0,0,0,0,0,0,-15.78947368,0,20,4.210526316,0,14
8458,8458,C8459,1,0,0,1,0,0,0,0,0,0,0,0,0,-10,0,20,10,500,14
8459,8459,C8460,21,16,2,3,13,3,0,6,8,2,12,15,16,11.9047619,18.125,35,65.0297619,3000,8
8460,8460,C8461,35,15,10,10,3,7,5,5,4,6,12,15,15,0,15.33333333,41.33333333,56.66666667,2500,10
8461,8461,C8462,24,12,6,6,5,6,1,8,2,2,1,8,11,2.5,15,30,47.5,2000,12
8462,8462,C8463,5,3,0,2,1,0,2,1,2,0,3,3,3,8,20,33.33333333,61.33333333,3000,8
8463,8463,C8464,28,13,0,15,10,0,3,0,7,6,3,4,10,3.928571429,20,49.23076923,73.15934066,3500,8
8464,8464,C8465,33,17,3,13,1,16,0,9,3,5,12,14,17,4.545454545,10.58823529,35.29411765,50.42780749,2500,12
8465,8465,C8466,36,7,2,27,1,6,0,0,0,7,7,7,7,-4.722222222,11.42857143,60,66.70634921,3000,8
8466,8466,C8467,40,14,15,11,6,4,4,1,13,0,3,11,14,-3.25,17.14285714,38.57142857,52.46428571,2500,10
8467,8467,C8468,33,30,1,2,29,1,0,11,0,19,25,30,30,16.96969697,19.66666667,45.33333333,81.96969697,4000,8
8468,8468,C8469,48,3,13,32,0,0,3,1,1,1,1,2,2,-10.83333333,20,40,49.16666667,2000,12
8469,8469,C8470,48,37,4,7,33,0,4,22,7,8,34,37,37,12.29166667,20,32.43243243,64.7240991,3000,8
8470,8470,C8471,8,5,0,3,0,0,5,5,0,0,0,4,4,8.75,20,20,48.75,2000,12
8471,8471,C8472,6,2,1,3,0,2,0,2,0,0,1,2,2,-1.666666667,10,20,28.33333333,1000,14
8472,8472,C8473,39,2,0,37,2,0,0,2,0,0,2,2,2,-8.461538462,20,20,31.53846154,1500,14
8473,8473,C8474,4,0,1,3,0,0,0,0,0,0,0,0,0,-12.5,0,20,7.5,0,14
8474,8474,C8475,36,17,12,7,17,0,0,15,0,2,9,16,17,0.833333333,20,24.70588235,45.53921569,2000,14
8475,8475,C8476,36,11,12,13,0,9,2,9,0,2,7,7,8,-4.166666667,11.81818182,27.27272727,34.92424242,1500,14
8476,8476,C8477,4,2,1,1,2,0,0,0,2,0,0,1,2,2.5,20,40,62.5,3000,8
8477,8477,C8478,24,8,2,14,0,2,6,4,3,1,2,4,5,-0.833333333,17.5,32.5,49.16666667,2000,12
8478,8478,C8479,2,0,1,1,0,0,0,0,0,0,0,0,0,-15,0,32.5,17.5,500,14
8479,8479,C8480,40,28,5,7,16,9,3,26,0,2,4,7,7,9.75,16.78571429,22.85714286,49.39285714,2000,12
8480,8480,C8481,20,8,7,5,1,6,1,5,1,2,5,6,7,-1.5,12.5,32.5,43.5,2000,14
8481,8481,C8482,47,28,1,18,27,1,0,26,0,2,14,24,28,7.659574468,19.64285714,22.85714286,50.15957447,2500,12
8482,8482,C8483,38,25,10,3,5,14,6,16,0,9,10,19,24,7.105263158,14.4,34.4,55.90526316,2500,10
8483,8483,C8484,49,39,4,6,32,0,7,33,3,3,35,39,39,13.06122449,20,24.61538462,57.67660911,2500,8
8484,8484,C8485,31,1,10,20,1,0,0,1,0,0,1,1,1,-12.25806452,20,20,27.74193548,1000,14
8485,8485,C8486,5,1,3,1,0,0,1,1,0,0,0,1,1,-10,20,20,30,1500,14
8486,8486,C8487,39,36,1,2,1,21,14,18,5,13,26,27,31,17.43589744,14.16666667,37.22222222,68.82478632,3000,8
8487,8487,C8488,1,0,0,1,0,0,0,0,0,0,0,0,0,-10,0,37.22222222,27.22222222,1000,14
8488,8488,C8489,38,7,25,6,5,1,1,5,1,1,7,7,7,-11.05263158,18.57142857,28.57142857,36.09022556,1500,14
8489,8489,C8490,5,3,1,1,3,0,0,1,1,1,1,3,3,6,20,40,66,3000,8
8490,8490,C8491,10,6,3,1,3,3,0,1,0,5,0,5,5,5,15,53.33333333,73.33333333,3500,8
8491,8491,C8492,30,6,4,20,6,0,0,1,5,0,3,3,3,-5.333333333,20,36.66666667,51.33333333,2500,12
8492,8492,C8493,22,15,5,2,0,3,12,6,5,4,4,14,14,8.181818182,18,37.33333333,63.51515152,3000,8
8493,8493,C8494,3,0,1,2,0,0,0,0,0,0,0,0,0,-13.33333333,0,37.33333333,24,1000,14
8494,8494,C8495,22,2,6,14,1,1,0,0,0,2,2,2,2,-10,15,60,65,3000,8
8495,8495,C8496,10,4,1,5,3,1,0,3,1,0,1,3,3,1,17.5,25,43.5,2000,14
8496,8496,C8497,44,10,0,34,1,0,9,0,0,10,10,10,10,-3.181818182,20,60,76.81818182,3500,8
8497,8497,C8498,4,1,0,3,0,0,1,0,1,0,0,0,1,-2.5,20,40,57.5,2500,8
8498,8498,C8499,48,22,16,10,6,11,5,11,7,4,14,16,21,0.416666667,15,33.63636364,49.0530303,2000,12
8499,8499,C8500,44,15,8,21,5,6,4,3,3,9,13,13,14,-1.590909091,16,48,62.40909091,3000,8
8500,8500,C8501,49,39,2,8,9,16,14,28,8,3,19,30,31,13.46938776,15.8974359,27.17948718,56.54631083,2500,10
8501,8501,C8502,35,17,10,8,5,10,2,9,2,6,9,9,15,1.714285714,14.11764706,36.47058824,52.30252101,2500,10
8502,8502,C8503,44,9,31,4,1,0,8,3,5,1,0,4,5,-10.90909091,20,35.55555556,44.64646465,2000,14
8503,8503,C8504,44,33,3,8,23,2,8,12,9,12,33,33,33,11.81818182,19.39393939,40,71.21212121,3500,8
8504,8504,C8505,9,0,8,1,0,0,0,0,0,0,0,0,0,-18.88888889,0,40,21.11111111,1000,14
8505,8505,C8506,28,13,12,3,8,5,0,9,3,1,4,11,11,-0.357142857,16.15384615,27.69230769,43.48901099,2000,14
8506,8506,C8507,5,0,4,1,0,0,0,0,0,0,0,0,0,-18,0,27.69230769,9.692307692,0,14
8507,8507,C8508,49,27,16,6,4,20,3,9,14,4,7,9,21,3.265306122,12.59259259,36.2962963,52.15419501,2500,12
8508,8508,C8509,27,12,4,11,6,3,3,10,1,1,1,5,7,1.851851852,17.5,25,44.35185185,2000,14
8509,8509,C8510,10,5,3,2,2,1,2,2,2,1,1,1,1,2,18,36,56,2500,10
8510,8510,C8511,5,2,1,2,2,0,0,0,2,0,2,2,2,0,20,40,60,3000,8
8511,8511,C8512,12,9,1,2,6,0,3,5,1,3,5,7,8,11.66666667,20,35.55555556,67.22222222,3000,8
8512,8512,C8513,4,0,2,2,0,0,0,0,0,0,0,0,0,-15,0,35.55555556,20.55555556,1000,14
8513,8513,C8514,12,5,2,5,0,2,3,0,1,4,0,2,2,0.833333333,16,56,72.83333333,3500,8
8514,8514,C8515,49,1,37,11,1,0,0,0,0,1,1,1,1,-16.93877551,20,60,63.06122449,3000,8
8515,8515,C8516,9,6,1,2,6,0,0,5,1,0,5,6,6,8.888888889,20,23.33333333,52.22222222,2500,12
8516,8516,C8517,41,14,23,4,5,1,8,4,10,0,11,13,13,-5.365853659,19.28571429,34.28571429,48.20557491,2000,12
8517,8517,C8518,32,9,9,14,0,7,2,2,3,4,2,2,6,-4.375,12.22222222,44.44444444,52.29166667,2500,10
8518,8518,C8519,33,25,4,4,10,15,0,16,2,7,1,2,8,11.51515152,14,32.8,58.31515152,2500,8
8519,8519,C8520,27,25,1,1,23,0,2,4,14,7,17,23,23,17.40740741,20,42.4,79.80740741,3500,8
8520,8520,C8521,28,16,1,11,8,4,4,1,6,9,8,10,15,6.785714286,17.5,50,74.28571429,3500,8
8521,8521,C8522,46,35,5,6,9,12,14,10,23,2,10,20,20,11.73913043,16.57142857,35.42857143,63.73913043,3000,8
8522,8522,C8523,35,17,9,9,14,0,3,3,13,1,13,14,15,2,20,37.64705882,59.64705882,2500,8
8523,8523,C8524,35,19,3,13,9,2,8,10,6,3,11,17,17,5.428571429,18.94736842,32.63157895,57.0075188,2500,10
8524,8524,C8525,3,0,1,2,0,0,0,0,0,0,0,0,0,-13.33333333,0,32.63157895,19.29824561,500,14
8525,8525,C8526,38,19,1,18,11,0,8,13,2,4,11,19,19,4.736842105,20,30.52631579,55.26315789,2500,10
8526,8526,C8527,28,27,0,1,22,0,5,24,3,0,15,23,25,18.92857143,20,22.22222222,61.15079365,3000,8
8527,8527,C8528,35,7,25,3,6,0,1,4,2,1,3,3,7,-11.14285714,20,31.42857143,40.28571429,2000,14
8528,8528,C8529,40,20,3,17,3,11,6,18,0,2,19,20,20,4.25,14.5,24,42.75,2000,14
8529,8529,C8530,46,41,3,2,17,19,5,19,15,7,26,29,30,16.08695652,15.36585366,34.14634146,65.59915164,3000,8
8530,8530,C8531,12,8,3,1,4,4,0,4,2,2,0,6,8,7.5,15,35,57.5,2500,8
8531,8531,C8532,34,22,8,4,6,16,0,3,2,17,17,18,22,7.058823529,12.72727273,52.72727273,72.51336898,3500,8
8532,8532,C8533,39,36,0,3,32,4,0,24,7,5,29,32,34,17.69230769,18.88888889,29.44444444,66.02564103,3000,8
8533,8533,C8534,29,21,7,1,11,9,1,19,2,0,8,15,18,9.310344828,15.71428571,21.9047619,46.92939245,2000,14
8534,8534,C8535,26,4,17,5,2,1,1,3,1,0,2,2,2,-11.92307692,17.5,25,30.57692308,1500,14
8535,8535,C8536,25,17,6,2,14,3,0,11,0,6,8,17,17,8,18.23529412,34.11764706,60.35294118,3000,8
8536,8536,C8537,34,13,8,13,1,8,4,5,7,1,4,11,11,-0.882352941,13.84615385,33.84615385,46.80995475,2000,14
8537,8537,C8538,41,15,9,17,5,9,1,7,5,3,8,11,14,-1.219512195,14,34.66666667,47.44715447,2000,12
8538,8538,C8539,9,0,5,4,0,0,0,0,0,0,0,0,0,-15.55555556,0,34.66666667,19.11111111,500,14
8539,8539,C8540,40,9,12,19,1,4,4,8,1,0,7,8,9,-6.25,15.55555556,22.22222222,31.52777778,1500,14
8540,8540,C8541,44,36,1,7,26,6,4,2,9,25,8,21,33,14.31818182,18.33333333,52.77777778,85.42929293,4000,8
8541,8541,C8542,35,16,7,12,16,0,0,6,2,8,5,8,13,1.714285714,20,42.5,64.21428571,3000,8
8542,8542,C8543,40,23,10,7,6,5,12,14,0,9,4,13,15,4.75,17.82608696,35.65217391,58.22826087,2500,8
8543,8543,C8544,17,8,7,2,0,7,1,0,0,8,0,0,6,0,11.25,60,71.25,3500,8
8544,8544,C8545,6,2,1,3,2,0,0,0,1,1,0,0,0,-1.666666667,20,50,68.33333333,3000,8
8545,8545,C8546,5,1,1,3,1,0,0,0,0,1,1,1,1,-6,20,60,74,3500,8
8546,8546,C8547,39,16,12,11,8,7,1,14,2,0,11,11,14,-0.769230769,15.625,22.5,37.35576923,1500,14
8547,8547,C8548,36,33,0,3,23,0,10,31,1,1,10,13,31,17.5,20,21.81818182,59.31818182,2500,8
8548,8548,C8549,16,7,0,9,7,0,0,6,1,0,1,4,4,3.125,20,22.85714286,45.98214286,2000,14
8549,8549,C8550,44,40,0,4,32,7,1,19,3,18,15,25,36,17.27272727,18.25,39.5,75.02272727,3500,8
8550,8550,C8551,16,6,2,8,3,0,3,3,1,2,5,6,6,0,20,36.66666667,56.66666667,2500,10
8551,8551,C8552,10,1,5,4,1,0,0,1,0,0,1,1,1,-12,20,20,28,1000,14
8552,8552,C8553,49,6,12,31,3,1,2,0,3,3,3,4,5,-8.775510204,18.33333333,50,59.55782313,2500,8
8553,8553,C8554,34,27,1,6,2,15,10,23,4,0,14,18,20,13.52941176,14.44444444,22.96296296,50.93681917,2500,12
8554,8554,C8555,44,27,2,15,4,5,18,14,9,4,24,27,27,7.954545455,18.14814815,32.59259259,58.6952862,2500,8
8555,8555,C8556,12,1,5,6,1,0,0,0,1,0,1,1,1,-11.66666667,20,40,48.33333333,2000,12
8556,8556,C8557,20,5,4,11,3,2,0,4,1,0,3,3,5,-4.5,16,24,35.5,1500,14
8557,8557,C8558,1,0,0,1,0,0,0,0,0,0,0,0,0,-10,0,24,14,500,14
8558,8558,C8559,33,27,0,6,17,6,4,8,17,2,24,24,26,14.54545455,17.77777778,35.55555556,67.87878788,3000,8
8559,8559,C8560,28,17,6,5,1,2,14,6,3,8,10,15,17,6.071428571,18.82352941,42.35294118,67.24789916,3000,8
8560,8560,C8561,21,5,9,7,5,0,0,0,0,5,3,4,5,-7.142857143,20,60,72.85714286,3500,8
8561,8561,C8562,20,12,6,2,8,1,3,3,3,6,4,12,12,5,19.16666667,45,69.16666667,3000,8
8562,8562,C8563,25,13,3,9,6,5,2,1,3,9,8,9,10,4.4,16.15384615,52.30769231,72.86153846,3500,8
8563,8563,C8564,17,16,0,1,12,0,4,14,2,0,4,14,15,18.23529412,20,22.5,60.73529412,3000,8
8564,8564,C8565,32,14,17,1,8,0,6,9,1,4,9,13,13,-2.1875,20,32.85714286,50.66964286,2500,12
8565,8565,C8566,39,0,14,25,0,0,0,0,0,0,0,0,0,-13.58974359,0,32.85714286,19.26739927,500,14
8566,8566,C8567,48,41,2,5,40,0,1,41,0,0,29,33,35,15.20833333,20,20,55.20833333,2500,10
8567,8567,C8568,6,0,3,3,0,0,0,0,0,0,0,0,0,-15,0,20,5,0,14
8568,8568,C8569,35,24,1,10,19,4,1,2,20,2,9,20,20,10.28571429,18.33333333,40,68.61904762,3000,8
8569,8569,C8570,31,6,21,4,4,0,2,0,0,6,6,6,6,-10.96774194,20,60,69.03225806,3000,8
8570,8570,C8571,40,24,9,7,11,1,12,6,5,13,6,13,21,5.75,19.58333333,45.83333333,71.16666667,3500,8
8571,8571,C8572,39,10,16,13,1,6,3,7,3,0,4,9,10,-6.41025641,14,26,33.58974359,1500,14
8572,8572,C8573,43,28,11,4,16,4,8,25,2,1,7,11,13,6.976744186,18.57142857,22.85714286,48.40531561,2000,12
8573,8573,C8574,40,10,25,5,0,9,1,6,0,4,4,6,9,-8.75,11,36,38.25,1500,14
8574,8574,C8575,16,6,4,6,6,0,0,3,2,1,1,3,6,-1.25,20,33.33333333,52.08333333,2500,12
8575,8575,C8576,12,9,2,1,0,4,5,5,1,3,1,5,9,10.83333333,15.55555556,35.55555556,61.94444444,3000,8
8576,8576,C8577,43,28,1,14,16,7,5,8,6,14,26,27,28,9.302325581,17.5,44.28571429,71.08803987,3500,8
8577,8577,C8578,6,2,3,1,2,0,0,1,0,1,0,0,2,-5,20,40,55,2500,10
8578,8578,C8579,46,22,13,11,0,19,3,4,11,7,4,14,22,1.52173913,11.36363636,42.72727273,55.61264822,2500,10
8579,8579,C8580,1,0,0,1,0,0,0,0,0,0,0,0,0,-10,0,42.72727273,32.72727273,1500,14
8580,8580,C8581,21,6,11,4,2,4,0,2,2,2,6,6,6,-6.666666667,13.33333333,40,46.66666667,2000,14
